District code,State name,District Name,Population,Male,Female,Literate,Male_Literate,Female_Literate,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Housholds_with_Electric_Lighting,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Television,Households_with_Telephone_Mobile_Phone,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Power_Parity_Less_than_Rs_45000
219,BIHAR,Saran,3951862,2022821,1929041,2157454,1285767,871687,1040231,857660,182571,545520,494711,2911631,94787,701323,76299,777622,793945,693465,433759,361171,213251,148065,2653504,1313700,3967204,2516115,847031,585386,431759,10948,128169,423960,276656,137526,24127,578710,71,435,6158,207758,381637,404,27833,5389,13380,38867,52247,47876,226877,77631,101370,238266,124352,384243,132367,47458,70773,16311,7004,54359,892
220,BIHAR,Vaishali,3495021,1844535,1650486,1926740,1152576,774164,1060344,858648,201696,716006,344338,2434677,70001,699317,51494,750811,810191,487594,370247,291392,178320,124448,2271286,1479152,3750438,2176701,759132,486032,397202,11316,101269,390123,208882,171904,31303,569778,183,458,6561,295371,259500,909,18159,11051,10568,51344,61912,61291,285265,101129,122845,217871,67578,435592,112105,30410,41647,8375,2862,43282,773
221,BIHAR,Samastipur,4261566,2230003,2031563,2142880,1293575,849305,1343400,1037576,305824,907433,435967,2918166,88021,1012979,43486,1056465,781038,710468,438908,284082,186153,129933,2549708,1996651,4546359,2766930,913339,568812,458268,10621,84248,441421,213527,159459,20018,797103,100,542,7697,384786,352172,1090,20385,34740,19043,94848,113891,100052,404835,142305,162478,274280,57347,657647,102513,21642,27676,4775,1259,62517,1005
222,BIHAR,Begusarai,2970541,1567660,1402881,1548673,918507,630166,938182,715345,222837,591811,346371,2032359,120373,594377,139248,733625,577601,484502,291877,207136,144783,101836,1822334,1242551,3064885,1951688,644874,369996,295852,9821,76761,334335,193224,186662,14845,547417,135,211,8661,219003,313654,658,21384,4641,13797,71413,85210,73578,286725,101080,112067,184650,39525,473100,59643,12420,16403,2970,1013,46964,751
223,BIHAR,Khagaria,1666886,883786,783100,768028,461153,306875,560805,398216,162589,306283,254522,1106081,40641,373696,21007,394703,350601,233494,130004,100555,65931,38697,925251,903323,1828574,1114645,355531,195796,99898,3120,31220,159866,88774,78061,1604,311073,50,183,3392,148230,142226,299,9814,6515,5547,39429,44976,40886,154724,53562,60276,109253,18748,269846,29736,4781,6121,1043,297,21998,406
224,BIHAR,Bhagalpur,3037766,1615663,1422103,1573066,937669,635397,983528,740056,243472,534129,449399,2054238,174534,522527,130634,653161,614644,524322,300767,247079,154643,118843,1976417,1139715,3116132,1952879,674660,397654,220531,8644,117040,308044,208730,189954,58207,437176,208,1431,14245,209060,250177,883,45919,30554,9815,49203,59018,63325,264904,96431,105148,191216,48168,430436,71666,14964,19816,3692,1160,41388,667
225,BIHAR,Banka,2034763,1067140,967623,965321,590961,374360,771080,517817,253263,374097,396983,1263683,62359,425604,18492,444096,408188,386707,196305,120653,63103,35767,1214645,879831,2094476,1291235,462080,278863,159201,3258,32859,181116,88429,46555,94533,253728,329,5796,5121,161124,108991,466,15071,2243,6776,32221,38997,41314,181580,65753,74513,128170,31266,272892,63056,14195,18917,3613,1109,25148,510
226,BIHAR,Munger,1367765,729041,638724,801817,473741,328076,426658,327453,99205,233402,193256,941107,90461,222281,85782,308063,226699,158699,146414,147152,101907,64469,849734,498676,1348410,860147,316713,188319,112707,3755,69973,149671,109560,102385,48900,184033,118,862,4871,93833,126411,419,20237,7168,4944,23445,28389,30778,130791,47936,52077,85773,18796,199555,33704,6965,9066,1638,463,21424,287
227,BIHAR,Lakhisarai,1000912,526345,474567,507270,305182,202088,326576,240494,86082,201866,124710,674336,44491,175882,31763,207645,172076,149312,111684,85807,48001,27261,597955,450967,1048922,650642,218840,130655,49052,2415,31048,95917,60658,52316,21038,127198,184,425,3221,58733,75362,332,9477,1875,2515,10049,12564,12890,64137,22380,28867,62457,25272,101792,30165,9874,14340,3109,1357,18133,222
228,BIHAR,Sheikhpura,636342,329743,306599,328676,196431,132245,224655,151569,73086,148002,76653,411687,20065,108293,24345,132638,129673,110525,59529,52860,33856,19676,409518,305609,715127,413475,136898,85045,33652,1728,16279,61568,35018,30019,8860,85547,75,49,2275,42462,38651,159,5094,526,1918,6427,8345,7547,36901,12786,16568,39065,19437,61869,21544,7777,11485,2536,1172,8850,153
229,BIHAR,Nalanda,2877653,1497060,1380593,1519933,919558,600375,1045420,703405,342015,740949,304471,1832233,101378,514141,102522,616663,581978,486266,320839,274556,177358,133032,1985188,1324385,3309573,1829128,642197,403129,121583,7955,87070,273472,180298,149675,38426,390009,325,303,10732,164405,223694,892,38617,6072,9824,33798,43622,39387,191481,68723,83371,175870,76349,297609,99650,32597,46830,10089,4144,43233,624
230,BIHAR,Patna,5838465,3078512,2759953,3459679,2028047,1431632,1881886,1436411,445475,1371267,510619,3956579,546859,657991,552103,1210094,1244842,1095655,920051,698351,463361,452340,4920726,2590473,7511199,3626564,1382654,815638,430595,49821,453344,662665,562795,507581,32808,666585,463,885,14948,252246,607942,1105,231255,90643,17629,60489,78118,83095,411646,153095,175456,328240,139437,609661,183921,60090,86592,18736,7766,77267,1091
231,BIHAR,Bhojpur,2728407,1430380,1298027,1599151,973486,625665,822493,640283,182210,512009,310484,1905914,62153,434559,77368,511927,581580,605307,367059,313509,163303,131137,2172525,1005140,3177665,1722387,613072,387389,206776,7391,87879,268330,216412,112983,4543,387248,81,268,4615,78650,312557,464,15589,3508,8370,25259,33629,29472,142899,49809,63618,150381,88646,228026,94321,36903,58276,13900,7473,34932,602
232,BIHAR,Buxar,1706352,887977,818375,989807,593544,396263,538322,402180,136142,328547,209775,1168030,46760,299252,35405,334657,331675,420187,256124,178044,89306,64117,1344677,457814,1802491,1074754,375372,253998,137996,5341,48405,174119,130771,64826,4471,240965,94,212,3395,54463,188476,301,10728,3437,4625,15443,20068,18203,88936,30535,40198,96849,56545,144919,59439,23401,37653,9136,5116,20387,392
233,BIHAR,Kaimur (Bhabua),1626384,847006,779378,920276,549923,370353,511163,375959,135204,284646,226517,1115221,52899,325143,15299,340442,318859,294927,210899,147315,86815,70169,1138560,551317,1689877,1039302,353413,226808,111045,6503,48728,149676,98119,40996,17969,210155,593,692,3307,66396,135987,276,9201,1678,4664,15949,20613,17613,82959,28232,37114,90647,50829,138993,55262,21298,33188,7723,4167,17605,363
234,BIHAR,Rohtas,2959918,1543546,1416372,1799832,1061783,738049,924879,707939,216940,542439,382440,2035039,114893,512383,95678,608061,535187,548971,399053,333053,194928,161555,2188753,876443,3065196,1875174,673742,407193,224824,10819,106218,312557,248462,128652,8126,412516,121,556,5613,73129,356548,471,25242,5158,8103,27143,35246,32977,166203,57298,75928,166881,87548,260042,103275,37743,58724,13663,7318,33837,299
235,BIHAR,Aurangabad,2540073,1318684,1221389,1466002,868733,597269,837770,599157,238613,480286,357484,1702303,44456,428291,49006,477297,559512,482199,302662,253142,136783,91371,1833998,784131,2618129,1626969,564571,340948,195301,7145,45871,235248,166509,84329,12987,349524,170,221,5513,101279,247664,422,13998,2770,6645,23974,30619,27722,137515,47730,62063,143408,75580,221195,88642,32349,49556,11594,5613,27729,585
236,BIHAR,Gaya,4391418,2266566,2124852,2297613,1368803,928810,1664062,1076170,587892,1007057,657005,2727356,112617,696289,111282,807571,902272,757690,447480,342254,191824,131163,2784730,1953368,4738098,2810026,936630,537333,294227,11827,107970,383973,260921,167232,57516,577098,573,1505,8979,246837,312298,1279,37002,15636,10388,43065,53453,51094,252000,86740,114166,262055,122997,396876,161407,57349,87698,20540,9809,44524,979
237,BIHAR,Nawada,2219146,1144668,1074478,1091012,659474,431538,817041,539439,277602,508509,308532,1402105,31162,379551,45323,424874,601011,368649,195072,161127,95943,64585,1489517,1091439,2580956,1440781,485628,288805,75606,3991,34020,182748,132057,77297,23777,299668,238,889,7409,131390,149765,566,10224,2137,5117,19722,24839,23197,117974,40493,54284,132750,71186,194211,80648,31140,48312,11542,5630,23578,561
238,BIHAR,Jamui,1760405,916064,844341,858588,534385,324203,727571,452288,275283,445352,282219,1032834,32633,325909,30851,356760,420472,317612,153973,104211,56137,29633,1085477,765297,1850774,1135919,392052,227016,113424,4842,27056,159792,64170,45733,117154,162989,844,5009,3450,153708,66941,866,12828,2079,5498,25310,30808,30414,132724,47218,55092,102930,41829,203766,54928,17180,24953,5531,2242,24644,396
239,BIHAR,Jehanabad,1125313,585582,539731,618881,374412,244469,365378,266423,98955,251690,113688,759935,27641,186660,28132,214792,211761,165906,117558,112966,68748,45519,725997,495877,1221874,714244,254582,155106,69637,2522,32086,100130,74772,50439,5236,165527,56,54,2880,60659,99381,159,6054,1009,3148,11836,14984,14459,69576,24518,30599,65873,31213,108063,39854,14343,21132,4802,1987,12597,248
240,BIHAR,Arwal,700843,363497,337346,386351,235279,151072,236354,167991,68363,161277,75077,464489,2203,134334,9960,144294,123288,118311,80704,81975,48822,27945,482480,290095,772575,444448,156031,98550,55439,1386,11482,63570,51433,27875,2380,111974,7,46,1087,28154,83287,67,1659,159,2263,8041,10304,9825,46359,16388,20146,43242,17898,72909,25292,8095,11654,2549,1010,7948,149
241,SIKKIM,North  District,43709,24730,18979,30450,18579,11871,23359,15935,7424,17216,6143,20350,7826,11543,2066,13609,6030,8276,6181,3223,1993,1406,27382,7673,35055,27099,11674,4887,62,638,4193,6150,5164,6887,12,2,2228,73,136,3320,3337,34,6402,2,685,974,1659,1353,4442,1656,1433,2256,546,5971,823,106,119,11,2,1990,10
242,SIKKIM,West District,136435,70238,66197,93432,51988,41444,70348,40772,29576,51225,19123,66087,25272,32091,1886,33977,30518,30827,19973,10005,6439,4831,103120,28227,131347,84209,32520,19400,131,1379,10840,16776,15960,23481,140,2,2840,133,908,10406,10086,416,23303,2,1174,2052,3226,3922,14944,5863,5159,8015,1675,20046,3418,418,473,44,11,3923,33
243,SIKKIM,South District,146850,76670,70180,106741,59357,47384,74753,45300,29453,50898,23855,72097,27587,31135,8163,39298,24507,32427,22340,12415,7260,5766,105203,24395,129598,87982,37318,20982,208,2026,14689,21124,19784,26286,27,6,1988,80,411,8662,18293,99,27600,5,1470,2356,3826,4534,16586,6501,5551,8172,1662,21677,3692,474,564,76,14,4313,32
244,SIKKIM,East District,283583,151432,132151,214329,121345,92984,139678,92351,47327,111058,28620,143905,57893,40626,41512,82138,33578,53789,45602,29215,19258,20904,205028,38142,243170,165520,80354,37456,734,6556,40378,49441,46957,55080,35,64,7107,247,1047,15619,35687,257,51963,44,3306,5823,9129,10612,35564,14119,10833,13744,2685,43765,6082,874,1040,131,35,10235,67
245,ARUNACHAL PRADESH,Tawang,49977,29151,20826,26073,17720,8353,28561,19554,9007,24430,4131,21416,8635,10730,2452,13182,4904,4730,4029,2140,1989,1379,19838,19203,39041,30709,13849,5399,105,895,4824,4036,3562,7026,16,8,772,165,820,3654,3806,40,7643,8,1194,1203,2397,1580,4886,1777,1529,2034,160,6239,323,19,21,2,0,2894,52
246,ARUNACHAL PRADESH,West Kameng,83947,46155,37792,48492,29566,18926,42493,28313,14180,34752,7741,41454,14188,17889,6306,24195,8836,10317,8428,5633,3987,2693,40193,25606,65799,53026,22362,8493,348,1299,8634,7942,7421,8253,30,92,775,693,470,7026,6902,254,14074,92,1439,1689,3128,2447,8509,3294,2768,4146,622,11500,1003,105,132,22,5,3770,52
247,ARUNACHAL PRADESH,East Kameng,78690,38775,39915,38449,21599,16850,31710,16424,15286,27123,4587,46980,5318,14503,5215,19718,11713,10487,8852,6213,4510,2330,44247,31763,76010,53752,17922,6960,755,577,3169,4178,4477,4703,296,46,1375,1309,160,7097,2839,164,11181,44,494,1068,1562,1626,6187,2156,2405,5600,1261,11366,1396,217,266,38,11,1582,52
248,ARUNACHAL PRADESH,Papum Pare,176573,89182,87391,121048,65794,55254,65772,41263,24509,51157,14615,110801,30539,20308,30180,50488,15368,21956,21376,20007,17342,13840,110815,30360,141175,120592,43812,11856,3898,6454,23203,27411,23052,25706,2472,662,976,1653,409,9481,19772,346,25063,502,1943,3138,5081,4629,16296,6373,5294,9382,2717,24776,2474,435,559,86,38,5667,68
249,ARUNACHAL PRADESH,Upper Subansiri,83448,41758,41690,45278,24807,20471,33370,17898,15472,25717,7653,50078,5373,14542,4672,19214,10219,16118,15339,10348,8017,4276,64790,28364,93154,56054,20055,7230,782,569,3580,3653,5007,6658,112,47,903,978,1629,7080,3847,106,11712,11,364,1162,1526,1714,6935,2530,2691,6174,906,12018,1285,167,227,41,19,2011,52
250,ARUNACHAL PRADESH,West Siang,112274,58168,54106,64746,36777,27969,49177,29156,20021,43000,6177,63097,14204,22272,8503,30775,14227,17675,15908,11441,8418,6030,74220,27956,102176,70415,28305,13469,2129,1964,9593,10217,10692,15800,199,541,882,914,437,7809,9685,27,17389,84,1017,1395,2412,1944,8169,2896,3329,7494,2399,13982,2874,493,631,108,30,2987,52
251,ARUNACHAL PRADESH,East Siang,99214,50116,49098,62576,34210,28366,40222,23591,16631,33578,6644,58992,14231,19497,9524,29021,9938,13713,13968,10937,9498,6540,65119,21543,86662,61993,25334,11802,6380,2072,9363,12744,8399,11735,733,3798,485,633,194,7331,7504,135,12954,455,1215,1598,2813,1966,8102,2950,3186,6270,1910,13537,2123,358,446,62,26,2989,68
252,ARUNACHAL PRADESH,Upper Siang,35320,18699,16621,18195,10723,7472,17644,9968,7676,14524,3120,17676,6198,8569,2182,10751,3952,5584,4915,2935,2211,1349,20992,11209,32201,21090,8910,5252,136,430,2823,3491,2714,4413,7,1,220,35,114,3801,2537,5,6796,1,795,833,1628,837,2749,934,978,2100,709,4865,631,66,87,15,6,1603,52
253,ARUNACHAL PRADESH,Changlang,148226,76948,71278,73174,44027,29147,62966,39329,23637,50765,12201,85260,14593,33422,6498,39920,20425,22537,17354,10032,5641,3633,80456,57290,137746,96630,35018,16414,13306,1102,9314,10621,9721,19606,3501,9164,979,1748,385,10346,12040,52,12297,2057,1429,2130,3559,3395,13892,5197,5300,8962,2015,21057,3081,422,483,53,8,3807,52
254,ARUNACHAL PRADESH,Tirap,111975,57604,54371,47974,29313,18661,50169,27545,22624,44262,5907,61806,16026,18420,6500,24920,13585,16989,12077,7834,4305,2134,57106,50628,107734,71785,25669,14423,963,679,6118,7182,6582,16937,1425,133,3127,1627,748,7290,4989,384,11931,117,944,1418,2362,1989,7974,2960,3025,6681,2468,13124,3072,482,565,71,12,2724,52
255,ARUNACHAL PRADESH,Lower Subansiri,83030,41843,41187,54057,29470,24587,30202,17339,12863,22669,7533,52828,12493,18112,5365,23477,8492,10821,11661,9861,7674,5230,54034,17273,71307,55258,20305,7412,1063,2002,7285,9532,8804,11232,505,142,425,600,346,5240,7800,169,12831,142,960,1225,2185,1636,5721,2058,2027,5450,1778,10649,1513,260,358,77,21,2614,52
256,ARUNACHAL PRADESH,Kurung Kumey,92076,45318,46758,36606,20258,16348,38044,18429,19615,24372,13672,54032,3911,18603,1092,19695,12661,15054,12264,6997,4353,2031,53659,42621,96280,64379,20713,6836,189,605,1320,3318,2173,4066,951,99,3613,2385,1725,7920,1688,390,6770,99,184,648,832,1247,5358,1898,2213,8718,1054,12003,2146,329,403,52,22,1410,52
257,ARUNACHAL PRADESH,Dibang Valley,8004,4414,3590,4436,2614,1822,3555,2228,1327,2525,1030,4449,1074,2055,1175,3230,696,1258,1060,809,656,356,4926,2185,7111,5113,2088,786,46,96,685,816,947,1311,6,0,44,92,71,694,932,7,1649,0,383,260,643,257,726,247,222,401,101,982,137,8,8,0,0,744,68
258,ARUNACHAL PRADESH,Lower Dibang Valley,54080,28053,26027,31849,18087,13762,22326,14102,8224,19829,2497,31754,5932,12000,3950,15950,5875,7957,7351,5508,3570,2795,33141,14406,47547,35140,13254,5652,4410,703,4345,6616,4945,6143,154,2577,81,750,222,3148,5416,16,7059,139,926,1038,1964,1399,5222,1975,1848,3048,649,7625,977,116,151,26,9,2130,52
259,ARUNACHAL PRADESH,Lohit,145726,76221,69505,83062,48380,34682,60945,38910,22035,50754,10191,84781,17157,33599,11372,44971,19306,25179,20643,13070,7612,5180,91574,52421,143995,94890,35493,15195,16426,1203,12215,13372,11806,17327,925,16855,104,1739,456,7993,16365,181,8500,2548,1667,2314,3981,3828,15082,5588,5666,8813,1531,21917,2652,386,447,50,11,4391,52
260,ARUNACHAL PRADESH,Anjaw,21167,11507,9660,9990,6523,3467,10501,6224,4277,9264,1237,10666,1949,6025,428,6453,2879,2946,2170,1167,793,502,10555,8723,19278,13913,4755,2456,51,79,1153,1239,1064,1200,3,0,150,238,121,1845,1307,38,3624,0,389,457,846,552,1886,661,673,1275,173,2991,281,35,37,2,0,871,52
261,NAGALAND,Mon,250260,131753,118507,119626,67432,52194,147654,79425,68229,104981,42673,102606,14398,43607,7415,51022,37431,46055,30500,7628,3565,1772,127058,130529,257587,168773,53600,27437,2148,1007,5647,13012,28073,27663,8701,111,5527,1610,1047,18725,8005,2075,20867,58,1076,1939,3015,3117,13754,4803,5834,20409,4169,33129,3305,370,418,44,4,4495,79
262,NAGALAND,Mokokchung,194622,101092,93530,159494,83479,76015,100067,57084,42983,81046,19021,94555,40154,37536,17742,55278,20259,43483,54035,27425,13077,10299,169448,22555,192003,111243,52853,30363,2132,3805,20192,22667,41293,41057,4046,180,2388,1162,1114,21415,10166,7601,24062,164,2512,4144,6656,5376,21336,7755,8205,13619,733,32371,1393,76,91,13,2,8489,53
263,NAGALAND,Zunheboto,140757,71217,69540,102881,53504,49377,79466,41178,38288,49382,30084,61291,28846,31267,6044,37311,16523,30889,35113,17282,8821,5560,115295,25988,141283,91709,32267,16730,713,2258,9954,15491,26285,22868,3079,108,2908,110,330,15352,5742,4694,18102,107,1491,2702,4193,3343,12086,4185,4558,12308,1746,24291,605,69,83,12,2,5354,36
264,NAGALAND,Wokha,166343,84505,81838,128208,67385,60823,78412,42096,36316,63512,14900,87931,25268,38499,8170,46669,15865,37024,41627,18746,10223,8030,131916,25048,156964,106951,40510,18811,2907,1592,10923,14850,29411,22108,10151,475,3460,1542,882,12659,4293,6237,8234,225,1354,2349,3703,3266,13080,4549,5265,15026,1460,27684,916,128,147,19,0,4522,42
265,NAGALAND,Dimapur,378811,197394,181417,278037,150142,127895,151350,99645,51705,122358,28992,227461,71413,49116,62853,111969,34539,61815,80076,44343,26712,27532,277956,58926,336882,243392,98601,36618,18820,10008,50453,60055,69407,72398,27068,24735,834,1033,1561,17929,51177,1034,10539,16544,3846,7781,11627,11301,40012,15072,13639,21726,3367,60448,3198,463,570,86,21,12516,52
266,NAGALAND,Phek,163418,83743,79675,105893,57926,47967,80277,41556,38721,63645,16632,83141,36182,38903,7295,46198,22494,32722,30434,12785,7268,5926,112110,44456,156566,108514,37842,16969,549,1780,9553,17005,29897,29489,1364,163,1761,119,375,23707,6764,1894,31634,156,3925,5097,9022,5665,16854,5810,5379,10753,1262,27634,248,23,27,3,1,9982,35
267,NAGALAND,Tuensang,196596,101933,94663,117511,63653,53858,98154,52931,45223,73518,24636,98442,24998,40690,9451,50141,29602,40900,33514,15013,6008,2760,127913,66450,194363,134573,43210,18762,355,1063,7687,13878,30295,22080,5921,10,309,296,409,17195,9252,2027,28436,5,1266,2726,3992,4022,15138,5246,5870,17278,2579,31260,1005,122,136,10,4,6586,35
